,PC1,PC2,labels,Player,Rk_x,Pos_x,Age_x,Tm_x,G_x,MP_x,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Tm_y,G_y,Rk_y,Pos_y,Age_y,GS,MP_y,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1044,-2.3723530175268785,-0.6609804640473712,4,Trae Young,526.0,PG,20.0,ATL,81.0,2503.0,17.0,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,,2.5,0.7,3.3,0.062,,2.3,-2.8,-0.6,0.9,ATL,60,511,PG,21,60,2120,9.3,21.2,0.437,3.5,9.6,0.361,5.8,11.6,0.501,8.2,9.5,0.86,0.5,3.8,4.3,9.5,1.1,0.1,4.9,1.8,30.2
1045,-1.9965812321794745,0.8387866012890438,4,Tremont Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,10,489,PG,22,0,89,4.9,14.2,0.343,1.2,6.9,0.17600000000000002,3.6,7.3,0.5,2.4,2.4,1.0,0.0,3.6,3.6,4.9,2.0,0.8,4.0,4.4,13.3
1046,1.7789688948837472,1.094177800968786,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,ATL,22,176,SG,26,0,266,3.4,9.1,0.373,1.8,5.0,0.35100000000000003,1.6,4.1,0.4,1.2,2.6,0.474,3.0,3.8,6.8,2.0,0.9,0.5,1.4,4.9,9.7
1047,1.7789688948837472,1.094177800968786,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,MIN,33,176,SG,26,20,663,3.4,9.5,0.354,1.1,4.5,0.24100000000000002,2.3,5.0,0.457,1.5,2.0,0.73,1.6,3.9,5.4,1.6,0.9,0.1,1.0,3.6,9.3
1048,1.7789688948837472,1.094177800968786,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,TOT,55,176,SG,26,20,929,3.4,9.4,0.36,1.3,4.7,0.275,2.1,4.7,0.44299999999999995,1.4,2.2,0.643,2.0,3.8,5.8,1.7,0.9,0.2,1.1,4.0,9.4
1049,-0.13815606367652228,0.6816806601848179,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,ATL,22,176,SG,26,0,266,3.4,9.1,0.373,1.8,5.0,0.35100000000000003,1.6,4.1,0.4,1.2,2.6,0.474,3.0,3.8,6.8,2.0,0.9,0.5,1.4,4.9,9.7
1050,-0.13815606367652228,0.6816806601848179,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,MIN,33,176,SG,26,20,663,3.4,9.5,0.354,1.1,4.5,0.24100000000000002,2.3,5.0,0.457,1.5,2.0,0.73,1.6,3.9,5.4,1.6,0.9,0.1,1.0,3.6,9.3
1051,-0.13815606367652228,0.6816806601848179,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,TOT,55,176,SG,26,20,929,3.4,9.4,0.36,1.3,4.7,0.275,2.1,4.7,0.44299999999999995,1.4,2.2,0.643,2.0,3.8,5.8,1.7,0.9,0.2,1.1,4.0,9.4
1052,0.3408392898610745,0.13527010604832643,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,ATL,22,176,SG,26,0,266,3.4,9.1,0.373,1.8,5.0,0.35100000000000003,1.6,4.1,0.4,1.2,2.6,0.474,3.0,3.8,6.8,2.0,0.9,0.5,1.4,4.9,9.7
1053,0.3408392898610745,0.13527010604832643,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,MIN,33,176,SG,26,20,663,3.4,9.5,0.354,1.1,4.5,0.24100000000000002,2.3,5.0,0.457,1.5,2.0,0.73,1.6,3.9,5.4,1.6,0.9,0.1,1.0,3.6,9.3
1054,0.3408392898610745,0.13527010604832643,2,Treveon Graham,193.0,SG,25.0,BRK,35.0,715.0,6.1,0.45799999999999996,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,,-0.1,0.6,0.5,0.033,,-3.7,0.0,-3.7,-0.3,TOT,55,176,SG,26,20,929,3.4,9.4,0.36,1.3,4.7,0.275,2.1,4.7,0.44299999999999995,1.4,2.2,0.643,2.0,3.8,5.8,1.7,0.9,0.2,1.1,4.0,9.4
1055,-1.1299016523239362,-0.1523386670501606,4,Trevor Ariza,23.0,SF,33.0,TOT,69.0,2349.0,12.0,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,,1.3,1.2,2.5,0.052000000000000005,,-0.7,-0.6,-1.3,0.4,POR,21,18,SF,34,21,702,4.0,8.2,0.491,1.7,4.4,0.4,2.3,3.8,0.595,2.1,2.4,0.872,0.7,4.5,5.1,2.1,1.7,0.4,1.4,2.5,11.8
1056,-1.1299016523239362,-0.1523386670501606,4,Trevor Ariza,23.0,SF,33.0,TOT,69.0,2349.0,12.0,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,,1.3,1.2,2.5,0.052000000000000005,,-0.7,-0.6,-1.3,0.4,SAC,32,18,SF,34,0,791,2.9,7.5,0.388,2.0,5.6,0.35200000000000004,1.0,2.0,0.488,1.0,1.2,0.778,1.0,5.7,6.6,2.3,1.6,0.3,1.3,2.9,8.7
1057,-1.1299016523239362,-0.1523386670501606,4,Trevor Ariza,23.0,SF,33.0,TOT,69.0,2349.0,12.0,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,,1.3,1.2,2.5,0.052000000000000005,,-0.7,-0.6,-1.3,0.4,TOT,53,18,SF,34,21,1493,3.4,7.8,0.438,1.9,5.0,0.37200000000000005,1.6,2.8,0.556,1.5,1.8,0.838,0.8,5.1,5.9,2.2,1.7,0.4,1.4,2.7,10.2
1058,-1.1299016523239362,-0.1523386670501606,4,Trevor Ariza,23.0,SF,33.0,PHO,26.0,884.0,10.5,0.525,0.612,0.18899999999999997,2.0,16.4,9.1,13.5,2.1,0.8,13.7,13.8,,0.2,0.5,0.6,0.035,,-1.1,0.0,-1.1,0.2,POR,21,18,SF,34,21,702,4.0,8.2,0.491,1.7,4.4,0.4,2.3,3.8,0.595,2.1,2.4,0.872,0.7,4.5,5.1,2.1,1.7,0.4,1.4,2.5,11.8
1059,-1.1299016523239362,-0.1523386670501606,4,Trevor Ariza,23.0,SF,33.0,PHO,26.0,884.0,10.5,0.525,0.612,0.18899999999999997,2.0,16.4,9.1,13.5,2.1,0.8,13.7,13.8,,0.2,0.5,0.6,0.035,,-1.1,0.0,-1.1,0.2,SAC,32,18,SF,34,0,791,2.9,7.5,0.388,2.0,5.6,0.35200000000000004,1.0,2.0,0.488,1.0,1.2,0.778,1.0,5.7,6.6,2.3,1.6,0.3,1.3,2.9,8.7
